#变量导出文件（汇川）
#2025-06-18 18:04:23
#AutoShop:EasyMonitor{EB94048B-7C2C-4d7a-A080-A272E8B0B981}
#列A:名称
#列B:连接（如果为空，则是内部连接）
#列C:数据类型（取决于连接，有以下几种类型：Int16 、UInt16、Int32、UInt32、Float、Double、Bool、String、WString、DateTime，类型区分大小写。）
#列D:长度
#列E:数组计数
#列F:地址（取决于连接，寄存器名和数字之间的空格不能缺少。）
#列G:采集周期
#列H:采集模式（=根据命令1=循环使用（默认值）2=循环连续）
#列I:上限
#列J:下限
#列K:初始值（初始值类型取决于变量数据类型）
#列L:注释
#列M:变量组Id

名称,连接,数据类型,长度,数组计数,地址,采集周期,采集模式,上限,下限,初始值,注释,变量组Id
"fAOMsErr[39]",,"Float","4","1","UW 0501DE0","100ms","1",,,,"","1"
"test_times",,"Int16","2","1","UW 21007E0","100ms","1",,,,"","1"
"iDI_Valid_Times[0]",,"Int16","2","1","UW 2103C90","100ms","1",,,,"","1"
"iDI_Valid_Times[1]",,"Int16","2","1","UW 2103CA0","100ms","1",,,,"","1"
"iDI_Valid_Times[2]",,"Int16","2","1","UW 2103CB0","100ms","1",,,,"","1"
"iDI_Valid_Times[3]",,"Int16","2","1","UW 2103CC0","100ms","1",,,,"","1"
"iDI_Valid_Times[4]",,"Int16","2","1","UW 2103CD0","100ms","1",,,,"","1"
"iDI_Valid_Times[5]",,"Int16","2","1","UW 2103CE0","100ms","1",,,,"","1"
"iDI_Valid_Times[6]",,"Int16","2","1","UW 2103CF0","100ms","1",,,,"","1"
"iDI_Valid_Times[7]",,"Int16","2","1","UW 2103D00","100ms","1",,,,"","1"
"iDI_Valid_Times[8]",,"Int16","2","1","UW 2103D10","100ms","1",,,,"","1"
"iDI_Valid_Times[9]",,"Int16","2","1","UW 2103D20","100ms","1",,,,"","1"
"iDI_Valid_Times[10]",,"Int16","2","1","UW 2103D30","100ms","1",,,,"","1"
"iDI_Valid_Times[11]",,"Int16","2","1","UW 2103D40","100ms","1",,,,"","1"
"iDI_Valid_Times[12]",,"Int16","2","1","UW 2103D50","100ms","1",,,,"","1"
"iDI_Valid_Times[13]",,"Int16","2","1","UW 2103D60","100ms","1",,,,"","1"
"iDI_Valid_Times[14]",,"Int16","2","1","UW 2103D70","100ms","1",,,,"","1"
"iDI_Valid_Times[15]",,"Int16","2","1","UW 2103D80","100ms","1",,,,"","1"
"diTestTimeout",,"Int32","4","1","UW 2103980","100ms","1",,,,"测试总超时时间","1"
"diPassWordIn",,"Int32","4","1","UW 21039A0","100ms","1",,,,"","1"
"diPassWordSet",,"Int32","4","1","UW 21039C0","100ms","1",,,,"","1"
"xPassWord_CF",,"Bool","1","1","UB 210002C","100ms","1",,,,"","1"
"xLoginSuccess",,"Bool","1","1","UB 210002B","100ms","1",,,,"","1"
"xLoginFailed",,"Bool","1","1","UB 210002D","100ms","1",,,,"","1"
"iFailedChannel",,"Int16","2","1","UW 21004E0","100ms","1",,,,"","1"
"Result_DDs_ShortCut",,"Int16","2","1","UW 2100520","100ms","1",,,,"","1"
"Result_DDs_Carry",,"Int16","2","1","UW 21039E0","100ms","1",,,,"","1"
"Result_DDs_2ms",,"Int16","2","1","UW 21039F0","100ms","1",,,,"","1"
"Result_DDs_4ms",,"Int16","2","1","UW 2103A00","100ms","1",,,,"","1"
"diCfgTimeout",,"Int32","4","1","UW 2100EE0","100ms","1",,,,"测试初始化配置超时时间","1"
"DL_EN",,"Bool","1","1","UB 210002E","100ms","1",,,,"","1"
"DL_RET",,"Int16","2","1","UW 2100F00","100ms","1",,,,"","1"
"iDataLogBuf[0]",,"Int16","2","1","UW 2117480","100ms","1",,,,"","1"
"iDataLogBuf[1]",,"Int16","2","1","UW 2117490","100ms","1",,,,"","1"
"iDataLogBuf[2]",,"Int16","2","1","UW 21174A0","100ms","1",,,,"","1"
"iDataLogBuf[3]",,"Int16","2","1","UW 21174B0","100ms","1",,,,"","1"
"iDataLogBuf[4]",,"Int16","2","1","UW 21174C0","100ms","1",,,,"","1"
"iDataLogBuf[5]",,"Int16","2","1","UW 21174D0","100ms","1",,,,"","1"
"iDataLogBuf[6]",,"Int16","2","1","UW 21174E0","100ms","1",,,,"","1"
"iDataLogBuf[7]",,"Int16","2","1","UW 21174F0","100ms","1",,,,"","1"
"iDataLogBuf[8]",,"Int16","2","1","UW 2117500","100ms","1",,,,"","1"
"iDataLogBuf[9]",,"Int16","2","1","UW 2117510","100ms","1",,,,"","1"
"iDataLogBuf[10]",,"Int16","2","1","UW 2117520","100ms","1",,,,"","1"
"iDataLogBuf[11]",,"Int16","2","1","UW 2117530","100ms","1",,,,"","1"
"iDataLogBuf[12]",,"Int16","2","1","UW 2117540","100ms","1",,,,"","1"
"iDataLogBuf[13]",,"Int16","2","1","UW 2117550","100ms","1",,,,"","1"
"iDataLogBuf[14]",,"Int16","2","1","UW 2117560","100ms","1",,,,"","1"
"iDataLogBuf[15]",,"Int16","2","1","UW 2117570","100ms","1",,,,"","1"
"iDataLogBuf[16]",,"Int16","2","1","UW 2117580","100ms","1",,,,"","1"
"iDataLogBuf[17]",,"Int16","2","1","UW 2117590","100ms","1",,,,"","1"
"iDataLogBuf[18]",,"Int16","2","1","UW 21175A0","100ms","1",,,,"","1"
"iDataLogBuf[19]",,"Int16","2","1","UW 21175B0","100ms","1",,,,"","1"
"iDataLogBuf[20]",,"Int16","2","1","UW 21175C0","100ms","1",,,,"","1"
"iDataLogBuf[21]",,"Int16","2","1","UW 21175D0","100ms","1",,,,"","1"
"iDataLogBuf[22]",,"Int16","2","1","UW 21175E0","100ms","1",,,,"","1"
"iDataLogBuf[23]",,"Int16","2","1","UW 21175F0","100ms","1",,,,"","1"
"iDataLogBuf[24]",,"Int16","2","1","UW 2117600","100ms","1",,,,"","1"
"iDataLogBuf[25]",,"Int16","2","1","UW 2117610","100ms","1",,,,"","1"
"iDataLogBuf[26]",,"Int16","2","1","UW 2117620","100ms","1",,,,"","1"
"iDataLogBuf[27]",,"Int16","2","1","UW 2117630","100ms","1",,,,"","1"
"iDataLogBuf[28]",,"Int16","2","1","UW 2117640","100ms","1",,,,"","1"
"iDataLogBuf[29]",,"Int16","2","1","UW 2117650","100ms","1",,,,"","1"
"iDataLogBuf[30]",,"Int16","2","1","UW 2117660","100ms","1",,,,"","1"
"iDataLogBuf[31]",,"Int16","2","1","UW 2117670","100ms","1",,,,"","1"
"iDataLogBuf[32]",,"Int16","2","1","UW 2117680","100ms","1",,,,"","1"
"iDataLogBuf[33]",,"Int16","2","1","UW 2117690","100ms","1",,,,"","1"
"iDataLogBuf[34]",,"Int16","2","1","UW 21176A0","100ms","1",,,,"","1"
"iDataLogBuf[35]",,"Int16","2","1","UW 21176B0","100ms","1",,,,"","1"
"iDataLogBuf[36]",,"Int16","2","1","UW 21176C0","100ms","1",,,,"","1"
"iDataLogBuf[37]",,"Int16","2","1","UW 21176D0","100ms","1",,,,"","1"
"iDataLogBuf[38]",,"Int16","2","1","UW 21176E0","100ms","1",,,,"","1"
"iDataLogBuf[39]",,"Int16","2","1","UW 21176F0","100ms","1",,,,"","1"
"iDataLogBuf[40]",,"Int16","2","1","UW 2117700","100ms","1",,,,"","1"
"iDataLogBuf[41]",,"Int16","2","1","UW 2117710","100ms","1",,,,"","1"
"iDataLogBuf[42]",,"Int16","2","1","UW 2117720","100ms","1",,,,"","1"
"iDataLogBuf[43]",,"Int16","2","1","UW 2117730","100ms","1",,,,"","1"
"iDataLogBuf[44]",,"Int16","2","1","UW 2117740","100ms","1",,,,"","1"
"iDataLogBuf[45]",,"Int16","2","1","UW 2117750","100ms","1",,,,"","1"
"iDataLogBuf[46]",,"Int16","2","1","UW 2117760","100ms","1",,,,"","1"
"iDataLogBuf[47]",,"Int16","2","1","UW 2117770","100ms","1",,,,"","1"
"iDataLogBuf[48]",,"Int16","2","1","UW 2117780","100ms","1",,,,"","1"
"iDataLogBuf[49]",,"Int16","2","1","UW 2117790","100ms","1",,,,"","1"
"iDataLogBuf[50]",,"Int16","2","1","UW 21177A0","100ms","1",,,,"","1"
"iDataLogBuf[51]",,"Int16","2","1","UW 21177B0","100ms","1",,,,"","1"
"iDataLogBuf[52]",,"Int16","2","1","UW 21177C0","100ms","1",,,,"","1"
"iDataLogBuf[53]",,"Int16","2","1","UW 21177D0","100ms","1",,,,"","1"
"iDataLogBuf[54]",,"Int16","2","1","UW 21177E0","100ms","1",,,,"","1"
"iDataLogBuf[55]",,"Int16","2","1","UW 21177F0","100ms","1",,,,"","1"
"iDataLogBuf[56]",,"Int16","2","1","UW 2117800","100ms","1",,,,"","1"
"iDataLogBuf[57]",,"Int16","2","1","UW 2117810","100ms","1",,,,"","1"
"iDataLogBuf[58]",,"Int16","2","1","UW 2117820","100ms","1",,,,"","1"
"iDataLogBuf[59]",,"Int16","2","1","UW 2117830","100ms","1",,,,"","1"
"iDataLogBuf[60]",,"Int16","2","1","UW 2117840","100ms","1",,,,"","1"
"iDataLogBuf[61]",,"Int16","2","1","UW 2117850","100ms","1",,,,"","1"
"iDataLogBuf[62]",,"Int16","2","1","UW 2117860","100ms","1",,,,"","1"
"iDataLogBuf[63]",,"Int16","2","1","UW 2117870","100ms","1",,,,"","1"
"iDataLogBuf[64]",,"Int16","2","1","UW 2117880","100ms","1",,,,"","1"
"iDataLogBuf[65]",,"Int16","2","1","UW 2117890","100ms","1",,,,"","1"
"iDataLogBuf[66]",,"Int16","2","1","UW 21178A0","100ms","1",,,,"","1"
"iDataLogBuf[67]",,"Int16","2","1","UW 21178B0","100ms","1",,,,"","1"
"iDataLogBuf[68]",,"Int16","2","1","UW 21178C0","100ms","1",,,,"","1"
"iDataLogBuf[69]",,"Int16","2","1","UW 21178D0","100ms","1",,,,"","1"
"iDataLogBuf[70]",,"Int16","2","1","UW 21178E0","100ms","1",,,,"","1"
"iDataLogBuf[71]",,"Int16","2","1","UW 21178F0","100ms","1",,,,"","1"
"iDataLogBuf[72]",,"Int16","2","1","UW 2117900","100ms","1",,,,"","1"
"iDataLogBuf[73]",,"Int16","2","1","UW 2117910","100ms","1",,,,"","1"
"iDataLogBuf[74]",,"Int16","2","1","UW 2117920","100ms","1",,,,"","1"
"iDataLogBuf[75]",,"Int16","2","1","UW 2117930","100ms","1",,,,"","1"
"iDataLogBuf[76]",,"Int16","2","1","UW 2117940","100ms","1",,,,"","1"
"iDataLogBuf[77]",,"Int16","2","1","UW 2117950","100ms","1",,,,"","1"
"iDataLogBuf[78]",,"Int16","2","1","UW 2117960","100ms","1",,,,"","1"
"iDataLogBuf[79]",,"Int16","2","1","UW 2117970","100ms","1",,,,"","1"
"iDataLogBuf[80]",,"Int16","2","1","UW 2117980","100ms","1",,,,"","1"
"iDataLogBuf[81]",,"Int16","2","1","UW 2117990","100ms","1",,,,"","1"
"iDataLogBuf[82]",,"Int16","2","1","UW 21179A0","100ms","1",,,,"","1"
"iDataLogBuf[83]",,"Int16","2","1","UW 21179B0","100ms","1",,,,"","1"
"iDataLogBuf[84]",,"Int16","2","1","UW 21179C0","100ms","1",,,,"","1"
"iDataLogBuf[85]",,"Int16","2","1","UW 21179D0","100ms","1",,,,"","1"
"iDataLogBuf[86]",,"Int16","2","1","UW 21179E0","100ms","1",,,,"","1"
"iDataLogBuf[87]",,"Int16","2","1","UW 21179F0","100ms","1",,,,"","1"
"iDataLogBuf[88]",,"Int16","2","1","UW 2117A00","100ms","1",,,,"","1"
"iDataLogBuf[89]",,"Int16","2","1","UW 2117A10","100ms","1",,,,"","1"
"iDataLogBuf[90]",,"Int16","2","1","UW 2117A20","100ms","1",,,,"","1"
"iDataLogBuf[91]",,"Int16","2","1","UW 2117A30","100ms","1",,,,"","1"
"iDataLogBuf[92]",,"Int16","2","1","UW 2117A40","100ms","1",,,,"","1"
"iDataLogBuf[93]",,"Int16","2","1","UW 2117A50","100ms","1",,,,"","1"
"iDataLogBuf[94]",,"Int16","2","1","UW 2117A60","100ms","1",,,,"","1"
"iDataLogBuf[95]",,"Int16","2","1","UW 2117A70","100ms","1",,,,"","1"
"iDataLogBuf[96]",,"Int16","2","1","UW 2117A80","100ms","1",,,,"","1"
"iDataLogBuf[97]",,"Int16","2","1","UW 2117A90","100ms","1",,,,"","1"
"iDataLogBuf[98]",,"Int16","2","1","UW 2117AA0","100ms","1",,,,"","1"
"iDataLogBuf[99]",,"Int16","2","1","UW 2117AB0","100ms","1",,,,"","1"
"iDataLogBuf[100]",,"Int16","2","1","UW 2117AC0","100ms","1",,,,"","1"
"iDataLogBuf[101]",,"Int16","2","1","UW 2117AD0","100ms","1",,,,"","1"
"iDataLogBuf[102]",,"Int16","2","1","UW 2117AE0","100ms","1",,,,"","1"
"iDataLogBuf[103]",,"Int16","2","1","UW 2117AF0","100ms","1",,,,"","1"
"iDataLogBuf[104]",,"Int16","2","1","UW 2117B00","100ms","1",,,,"","1"
"iDataLogBuf[105]",,"Int16","2","1","UW 2117B10","100ms","1",,,,"","1"
"iDataLogBuf[106]",,"Int16","2","1","UW 2117B20","100ms","1",,,,"","1"
"iDataLogBuf[107]",,"Int16","2","1","UW 2117B30","100ms","1",,,,"","1"
"iDataLogBuf[108]",,"Int16","2","1","UW 2117B40","100ms","1",,,,"","1"
"iDataLogBuf[109]",,"Int16","2","1","UW 2117B50","100ms","1",,,,"","1"
"iDataLogBuf[110]",,"Int16","2","1","UW 2117B60","100ms","1",,,,"","1"
"iDataLogBuf[111]",,"Int16","2","1","UW 2117B70","100ms","1",,,,"","1"
"iDataLogBuf[112]",,"Int16","2","1","UW 2117B80","100ms","1",,,,"","1"
"iDataLogBuf[113]",,"Int16","2","1","UW 2117B90","100ms","1",,,,"","1"
"iDataLogBuf[114]",,"Int16","2","1","UW 2117BA0","100ms","1",,,,"","1"
"iDataLogBuf[115]",,"Int16","2","1","UW 2117BB0","100ms","1",,,,"","1"
"iDataLogBuf[116]",,"Int16","2","1","UW 2117BC0","100ms","1",,,,"","1"
"iDataLogBuf[117]",,"Int16","2","1","UW 2117BD0","100ms","1",,,,"","1"
"iDataLogBuf[118]",,"Int16","2","1","UW 2117BE0","100ms","1",,,,"","1"
"iDataLogBuf[119]",,"Int16","2","1","UW 2117BF0","100ms","1",,,,"","1"
"iDataLogBuf[120]",,"Int16","2","1","UW 2117C00","100ms","1",,,,"","1"
"iDataLogBuf[121]",,"Int16","2","1","UW 2117C10","100ms","1",,,,"","1"
"iDataLogBuf[122]",,"Int16","2","1","UW 2117C20","100ms","1",,,,"","1"
"iDataLogBuf[123]",,"Int16","2","1","UW 2117C30","100ms","1",,,,"","1"
"iDataLogBuf[124]",,"Int16","2","1","UW 2117C40","100ms","1",,,,"","1"
"iDataLogBuf[125]",,"Int16","2","1","UW 2117C50","100ms","1",,,,"","1"
"iDataLogBuf[126]",,"Int16","2","1","UW 2117C60","100ms","1",,,,"","1"
"iDataLogBuf[127]",,"Int16","2","1","UW 2117C70","100ms","1",,,,"","1"
"iDataLogBuf[128]",,"Int16","2","1","UW 2117C80","100ms","1",,,,"","1"
"iDataLogBuf[129]",,"Int16","2","1","UW 2117C90","100ms","1",,,,"","1"
"iDataLogBuf[130]",,"Int16","2","1","UW 2117CA0","100ms","1",,,,"","1"
"iDataLogBuf[131]",,"Int16","2","1","UW 2117CB0","100ms","1",,,,"","1"
"iDataLogBuf[132]",,"Int16","2","1","UW 2117CC0","100ms","1",,,,"","1"
"iDataLogBuf[133]",,"Int16","2","1","UW 2117CD0","100ms","1",,,,"","1"
"iDataLogBuf[134]",,"Int16","2","1","UW 2117CE0","100ms","1",,,,"","1"
"iDataLogBuf[135]",,"Int16","2","1","UW 2117CF0","100ms","1",,,,"","1"
"iDataLogBuf[136]",,"Int16","2","1","UW 2117D00","100ms","1",,,,"","1"
"iDataLogBuf[137]",,"Int16","2","1","UW 2117D10","100ms","1",,,,"","1"
"iDataLogBuf[138]",,"Int16","2","1","UW 2117D20","100ms","1",,,,"","1"
"iDataLogBuf[139]",,"Int16","2","1","UW 2117D30","100ms","1",,,,"","1"
"iDataLogBuf[140]",,"Int16","2","1","UW 2117D40","100ms","1",,,,"","1"
"iDataLogBuf[141]",,"Int16","2","1","UW 2117D50","100ms","1",,,,"","1"
"iDataLogBuf[142]",,"Int16","2","1","UW 2117D60","100ms","1",,,,"","1"
"iDataLogBuf[143]",,"Int16","2","1","UW 2117D70","100ms","1",,,,"","1"
"iDataLogBuf[144]",,"Int16","2","1","UW 2117D80","100ms","1",,,,"","1"
"iDataLogBuf[145]",,"Int16","2","1","UW 2117D90","100ms","1",,,,"","1"
"iDataLogBuf[146]",,"Int16","2","1","UW 2117DA0","100ms","1",,,,"","1"
"iDataLogBuf[147]",,"Int16","2","1","UW 2117DB0","100ms","1",,,,"","1"
"iDataLogBuf[148]",,"Int16","2","1","UW 2117DC0","100ms","1",,,,"","1"
"iDataLogBuf[149]",,"Int16","2","1","UW 2117DD0","100ms","1",,,,"","1"
"iDataLogBuf[150]",,"Int16","2","1","UW 2117DE0","100ms","1",,,,"","1"
"iDataLogBuf[151]",,"Int16","2","1","UW 2117DF0","100ms","1",,,,"","1"
"iDataLogBuf[152]",,"Int16","2","1","UW 2117E00","100ms","1",,,,"","1"
"iDataLogBuf[153]",,"Int16","2","1","UW 2117E10","100ms","1",,,,"","1"
"iDataLogBuf[154]",,"Int16","2","1","UW 2117E20","100ms","1",,,,"","1"
"iDataLogBuf[155]",,"Int16","2","1","UW 2117E30","100ms","1",,,,"","1"
"iDataLogBuf[156]",,"Int16","2","1","UW 2117E40","100ms","1",,,,"","1"
"iDataLogBuf[157]",,"Int16","2","1","UW 2117E50","100ms","1",,,,"","1"
"iDataLogBuf[158]",,"Int16","2","1","UW 2117E60","100ms","1",,,,"","1"
"iDataLogBuf[159]",,"Int16","2","1","UW 2117E70","100ms","1",,,,"","1"
"iDataLogBuf[160]",,"Int16","2","1","UW 2117E80","100ms","1",,,,"","1"
"iDataLogBuf[161]",,"Int16","2","1","UW 2117E90","100ms","1",,,,"","1"
"iDataLogBuf[162]",,"Int16","2","1","UW 2117EA0","100ms","1",,,,"","1"
"iDataLogBuf[163]",,"Int16","2","1","UW 2117EB0","100ms","1",,,,"","1"
"iDataLogBuf[164]",,"Int16","2","1","UW 2117EC0","100ms","1",,,,"","1"
"iDataLogBuf[165]",,"Int16","2","1","UW 2117ED0","100ms","1",,,,"","1"
"iDataLogBuf[166]",,"Int16","2","1","UW 2117EE0","100ms","1",,,,"","1"
"iDataLogBuf[167]",,"Int16","2","1","UW 2117EF0","100ms","1",,,,"","1"
"iDataLogBuf[168]",,"Int16","2","1","UW 2117F00","100ms","1",,,,"","1"
"iDataLogBuf[169]",,"Int16","2","1","UW 2117F10","100ms","1",,,,"","1"
"iDataLogBuf[170]",,"Int16","2","1","UW 2117F20","100ms","1",,,,"","1"
"iDataLogBuf[171]",,"Int16","2","1","UW 2117F30","100ms","1",,,,"","1"
"iDataLogBuf[172]",,"Int16","2","1","UW 2117F40","100ms","1",,,,"","1"
"iDataLogBuf[173]",,"Int16","2","1","UW 2117F50","100ms","1",,,,"","1"
"iDataLogBuf[174]",,"Int16","2","1","UW 2117F60","100ms","1",,,,"","1"
"iDataLogBuf[175]",,"Int16","2","1","UW 2117F70","100ms","1",,,,"","1"
"iDataLogBuf[176]",,"Int16","2","1","UW 2117F80","100ms","1",,,,"","1"
"iDataLogBuf[177]",,"Int16","2","1","UW 2117F90","100ms","1",,,,"","1"
"iDataLogBuf[178]",,"Int16","2","1","UW 2117FA0","100ms","1",,,,"","1"
"iDataLogBuf[179]",,"Int16","2","1","UW 2117FB0","100ms","1",,,,"","1"
"iDataLogBuf[180]",,"Int16","2","1","UW 2117FC0","100ms","1",,,,"","1"
"iDataLogBuf[181]",,"Int16","2","1","UW 2117FD0","100ms","1",,,,"","1"
"iDataLogBuf[182]",,"Int16","2","1","UW 2117FE0","100ms","1",,,,"","1"
"iDataLogBuf[183]",,"Int16","2","1","UW 2117FF0","100ms","1",,,,"","1"
"iDataLogBuf[184]",,"Int16","2","1","UW 2118000","100ms","1",,,,"","1"
"iDataLogBuf[185]",,"Int16","2","1","UW 2118010","100ms","1",,,,"","1"
"iDataLogBuf[186]",,"Int16","2","1","UW 2118020","100ms","1",,,,"","1"
"iDataLogBuf[187]",,"Int16","2","1","UW 2118030","100ms","1",,,,"","1"
"iDataLogBuf[188]",,"Int16","2","1","UW 2118040","100ms","1",,,,"","1"
"iDataLogBuf[189]",,"Int16","2","1","UW 2118050","100ms","1",,,,"","1"
"iDataLogBuf[190]",,"Int16","2","1","UW 2118060","100ms","1",,,,"","1"
"iDataLogBuf[191]",,"Int16","2","1","UW 2118070","100ms","1",,,,"","1"
"iDataLogBuf[192]",,"Int16","2","1","UW 2118080","100ms","1",,,,"","1"
"iDataLogBuf[193]",,"Int16","2","1","UW 2118090","100ms","1",,,,"","1"
"iDataLogBuf[194]",,"Int16","2","1","UW 21180A0","100ms","1",,,,"","1"
"iDataLogBuf[195]",,"Int16","2","1","UW 21180B0","100ms","1",,,,"","1"
"iDataLogBuf[196]",,"Int16","2","1","UW 21180C0","100ms","1",,,,"","1"
"iDataLogBuf[197]",,"Int16","2","1","UW 21180D0","100ms","1",,,,"","1"
"iDataLogBuf[198]",,"Int16","2","1","UW 21180E0","100ms","1",,,,"","1"
"iDataLogBuf[199]",,"Int16","2","1","UW 21180F0","100ms","1",,,,"","1"
"iDataLogBuf[200]",,"Int16","2","1","UW 2118100","100ms","1",,,,"","1"
"iDataLogBuf[201]",,"Int16","2","1","UW 2118110","100ms","1",,,,"","1"
"iDataLogBuf[202]",,"Int16","2","1","UW 2118120","100ms","1",,,,"","1"
"iDataLogBuf[203]",,"Int16","2","1","UW 2118130","100ms","1",,,,"","1"
"iDataLogBuf[204]",,"Int16","2","1","UW 2118140","100ms","1",,,,"","1"
"iDataLogBuf[205]",,"Int16","2","1","UW 2118150","100ms","1",,,,"","1"
"iDataLogBuf[206]",,"Int16","2","1","UW 2118160","100ms","1",,,,"","1"
"iDataLogBuf[207]",,"Int16","2","1","UW 2118170","100ms","1",,,,"","1"
"iDataLogBuf[208]",,"Int16","2","1","UW 2118180","100ms","1",,,,"","1"
"iDataLogBuf[209]",,"Int16","2","1","UW 2118190","100ms","1",,,,"","1"
"iDataLogBuf[210]",,"Int16","2","1","UW 21181A0","100ms","1",,,,"","1"
"iDataLogBuf[211]",,"Int16","2","1","UW 21181B0","100ms","1",,,,"","1"
"iDataLogBuf[212]",,"Int16","2","1","UW 21181C0","100ms","1",,,,"","1"
"iDataLogBuf[213]",,"Int16","2","1","UW 21181D0","100ms","1",,,,"","1"
"iDataLogBuf[214]",,"Int16","2","1","UW 21181E0","100ms","1",,,,"","1"
"iDataLogBuf[215]",,"Int16","2","1","UW 21181F0","100ms","1",,,,"","1"
"iDataLogBuf[216]",,"Int16","2","1","UW 2118200","100ms","1",,,,"","1"
"iDataLogBuf[217]",,"Int16","2","1","UW 2118210","100ms","1",,,,"","1"
"iDataLogBuf[218]",,"Int16","2","1","UW 2118220","100ms","1",,,,"","1"
"iDataLogBuf[219]",,"Int16","2","1","UW 2118230","100ms","1",,,,"","1"
"iDataLogBuf[220]",,"Int16","2","1","UW 2118240","100ms","1",,,,"","1"
"iDataLogBuf[221]",,"Int16","2","1","UW 2118250","100ms","1",,,,"","1"
"iDataLogBuf[222]",,"Int16","2","1","UW 2118260","100ms","1",,,,"","1"
"iDataLogBuf[223]",,"Int16","2","1","UW 2118270","100ms","1",,,,"","1"
"iDataLogBuf[224]",,"Int16","2","1","UW 2118280","100ms","1",,,,"","1"
"iDataLogBuf[225]",,"Int16","2","1","UW 2118290","100ms","1",,,,"","1"
"iDataLogBuf[226]",,"Int16","2","1","UW 21182A0","100ms","1",,,,"","1"
"iDataLogBuf[227]",,"Int16","2","1","UW 21182B0","100ms","1",,,,"","1"
"iDataLogBuf[228]",,"Int16","2","1","UW 21182C0","100ms","1",,,,"","1"
"iDataLogBuf[229]",,"Int16","2","1","UW 21182D0","100ms","1",,,,"","1"
"iDataLogBuf[230]",,"Int16","2","1","UW 21182E0","100ms","1",,,,"","1"
"iDataLogBuf[231]",,"Int16","2","1","UW 21182F0","100ms","1",,,,"","1"
"iDataLogBuf[232]",,"Int16","2","1","UW 2118300","100ms","1",,,,"","1"
"iDataLogBuf[233]",,"Int16","2","1","UW 2118310","100ms","1",,,,"","1"
"iDataLogBuf[234]",,"Int16","2","1","UW 2118320","100ms","1",,,,"","1"
"iDataLogBuf[235]",,"Int16","2","1","UW 2118330","100ms","1",,,,"","1"
"iDataLogBuf[236]",,"Int16","2","1","UW 2118340","100ms","1",,,,"","1"
"iDataLogBuf[237]",,"Int16","2","1","UW 2118350","100ms","1",,,,"","1"
"iDataLogBuf[238]",,"Int16","2","1","UW 2118360","100ms","1",,,,"","1"
"iDataLogBuf[239]",,"Int16","2","1","UW 2118370","100ms","1",,,,"","1"
"iDataLogBuf[240]",,"Int16","2","1","UW 2118380","100ms","1",,,,"","1"
"iDataLogBuf[241]",,"Int16","2","1","UW 2118390","100ms","1",,,,"","1"
"iDataLogBuf[242]",,"Int16","2","1","UW 21183A0","100ms","1",,,,"","1"
"iDataLogBuf[243]",,"Int16","2","1","UW 21183B0","100ms","1",,,,"","1"
"iDataLogBuf[244]",,"Int16","2","1","UW 21183C0","100ms","1",,,,"","1"
"iDataLogBuf[245]",,"Int16","2","1","UW 21183D0","100ms","1",,,,"","1"
"iDataLogBuf[246]",,"Int16","2","1","UW 21183E0","100ms","1",,,,"","1"
"iDataLogBuf[247]",,"Int16","2","1","UW 21183F0","100ms","1",,,,"","1"
"iDataLogBuf[248]",,"Int16","2","1","UW 2118400","100ms","1",,,,"","1"
"iDataLogBuf[249]",,"Int16","2","1","UW 2118410","100ms","1",,,,"","1"
"iDataLogBuf[250]",,"Int16","2","1","UW 2118420","100ms","1",,,,"","1"
"iDataLogBuf[251]",,"Int16","2","1","UW 2118430","100ms","1",,,,"","1"
"iDataLogBuf[252]",,"Int16","2","1","UW 2118440","100ms","1",,,,"","1"
"iDataLogBuf[253]",,"Int16","2","1","UW 2118450","100ms","1",,,,"","1"
"iDataLogBuf[254]",,"Int16","2","1","UW 2118460","100ms","1",,,,"","1"
"iDataLogBuf[255]",,"Int16","2","1","UW 2118470","100ms","1",,,,"","1"
"UID_CP_h",,"Int32","4","1","UW 21019A0","100ms","1",,,,"","1"
"UID_CP_l",,"Int32","4","1","UW 2103480","100ms","1",,,,"","1"
"ESI_UD_EN",,"Bool","1","1","UB 210002F","100ms","1",,,,"","1"
"ESI_UD_PT",,"Int32","4","1","UW 2103020","100ms","1",,,,"","1"
"ESI_UD_RET",,"Int16","2","1","UW 2100840","100ms","1",,,,"","1"
"ESI_UD_ET",,"Int32","4","1","UW 2103040","100ms","1",,,,"","1"
"iRange",,"Int16","2","1","UW 2101A60","100ms","1",,,,"","1"
"TACR1_IN",,"Bool","1","1","UB 2100098","100ms","1",,,,"","1"
"TACR1_PT",,"Int32","4","1","UW 2100E60","100ms","1",,,,"","1"
"TACR1_R",,"Bool","1","1","UB 2100099","100ms","1",,,,"","1"
"TACR1_Q",,"Bool","1","1","UB 210009A","100ms","1",,,,"","1"
"TACR1_ET",,"Int32","4","1","UW 2100EA0","100ms","1",,,,"","1"
"diTestTime",,"Int32","4","1","UW 2100EC0","100ms","1",,,,"测试时间，单位为秒","1"
"xLED_WTX_IN",,"Bool","1","1","UB 2100438","100ms","1",,,,"","1"
"xLED_MAN_IN",,"Bool","1","1","UB 2100439","100ms","1",,,,"","1"
"iLED_CF_IN",,"Int16","2","1","UW 21017E0","100ms","1",,,,"","1"
"diLED_CF_ET",,"Int32","4","1","UW 2101800","100ms","1",,,,"","1"
